filename,fold,target,category,clip_id,take,file_type,file_path
3-246513-B-16.wav,3,16,wind,246513,B,audio,audio_vibration/audio/3-246513-B-16.wav
1-39901-A-11.wav,1,11,sea_waves,39901,A,audio,audio_vibration/audio/1-39901-A-11.wav
1-19840-A-36.wav,1,36,vacuum_cleaner,19840,A,audio,audio_vibration/audio/1-19840-A-36.wav
1-28135-B-11.wav,1,11,sea_waves,28135,B,audio,audio_vibration/audio/1-28135-B-11.wav
2-60180-A-49.wav,2,49,hand_saw,60180,A,audio,audio_vibration/audio/2-60180-A-49.wav
2-66205-A-23.wav,2,23,breathing,66205,A,audio,audio_vibration/audio/2-66205-A-23.wav
1-54747-A-46.wav,1,46,church_bells,54747,A,audio,audio_vibration/audio/1-54747-A-46.wav
2-152964-A-31.wav,2,31,mouse_click,152964,A,audio,audio_vibration/audio/2-152964-A-31.wav
1-11687-A-47.wav,1,47,airplane,11687,A,audio,audio_vibration/audio/1-11687-A-47.wav
4-204777-A-39.wav,4,39,glass_breaking,204777,A,audio,audio_vibration/audio/4-204777-A-39.wav
5-160614-B-48.wav,5,48,fireworks,160614,B,audio,audio_vibration/audio/5-160614-B-48.wav
4-234644-A-2.wav,4,2,pig,234644,A,audio,audio_vibration/audio/4-234644-A-2.wav
4-201988-A-44.wav,4,44,engine,201988,A,audio,audio_vibration/audio/4-201988-A-44.wav
1-28005-A-18.wav,1,18,toilet_flush,28005,A,audio,audio_vibration/audio/1-28005-A-18.wav
5-234855-A-25.wav,5,25,footsteps,234855,A,audio,audio_vibration/audio/5-234855-A-25.wav
2-50668-A-41.wav,2,41,chainsaw,50668,A,audio,audio_vibration/audio/2-50668-A-41.wav
1-115545-A-48.wav,1,48,fireworks,115545,A,audio,audio_vibration/audio/1-115545-A-48.wav
3-144510-A-30.wav,3,30,door_wood_knock,144510,A,audio,audio_vibration/audio/3-144510-A-30.wav
4-198962-A-25.wav,4,25,footsteps,198962,A,audio,audio_vibration/audio/4-198962-A-25.wav
5-177957-D-40.wav,5,40,helicopter,177957,D,audio,audio_vibration/audio/5-177957-D-40.wav
2-102581-B-29.wav,2,29,drinking_sipping,102581,B,audio,audio_vibration/audio/2-102581-B-29.wav
2-52001-A-28.wav,2,28,snoring,52001,A,audio,audio_vibration/audio/2-52001-A-28.wav
3-142605-A-21.wav,3,21,sneezing,142605,A,audio,audio_vibration/audio/3-142605-A-21.wav
2-95567-A-23.wav,2,23,breathing,95567,A,audio,audio_vibration/audio/2-95567-A-23.wav
2-32515-A-4.wav,2,4,frog,32515,A,audio,audio_vibration/audio/2-32515-A-4.wav
5-214759-B-5.wav,5,5,cat,214759,B,audio,audio_vibration/audio/5-214759-B-5.wav
1-22804-A-46.wav,1,46,church_bells,22804,A,audio,audio_vibration/audio/1-22804-A-46.wav
3-96606-A-49.wav,3,49,hand_saw,96606,A,audio,audio_vibration/audio/3-96606-A-49.wav
3-110913-D-7.wav,3,7,insects,110913,D,audio,audio_vibration/audio/3-110913-D-7.wav
5-249748-A-28.wav,5,28,snoring,249748,A,audio,audio_vibration/audio/5-249748-A-28.wav
2-117615-E-48.wav,2,48,fireworks,117615,E,audio,audio_vibration/audio/2-117615-E-48.wav
4-108352-A-33.wav,4,33,door_wood_creaks,108352,A,audio,audio_vibration/audio/4-108352-A-33.wav
2-139749-A-15.wav,2,15,water_drops,139749,A,audio,audio_vibration/audio/2-139749-A-15.wav
5-215658-A-12.wav,5,12,crackling_fire,215658,A,audio,audio_vibration/audio/5-215658-A-12.wav
1-58846-A-34.wav,1,34,can_opening,58846,A,audio,audio_vibration/audio/1-58846-A-34.wav
1-15689-A-4.wav,1,4,frog,15689,A,audio,audio_vibration/audio/1-15689-A-4.wav
2-139748-A-15.wav,2,15,water_drops,139748,A,audio,audio_vibration/audio/2-139748-A-15.wav
2-124564-A-15.wav,2,15,water_drops,124564,A,audio,audio_vibration/audio/2-124564-A-15.wav
4-161579-A-40.wav,4,40,helicopter,161579,A,audio,audio_vibration/audio/4-161579-A-40.wav
4-125072-A-19.wav,4,19,thunderstorm,125072,A,audio,audio_vibration/audio/4-125072-A-19.wav
2-71162-A-1.wav,2,1,rooster,71162,A,audio,audio_vibration/audio/2-71162-A-1.wav
2-98392-A-23.wav,2,23,breathing,98392,A,audio,audio_vibration/audio/2-98392-A-23.wav
1-45641-A-27.wav,1,27,brushing_teeth,45641,A,audio,audio_vibration/audio/1-45641-A-27.wav
4-163606-A-16.wav,4,16,wind,163606,A,audio,audio_vibration/audio/4-163606-A-16.wav
3-159348-A-36.wav,3,36,vacuum_cleaner,159348,A,audio,audio_vibration/audio/3-159348-A-36.wav
4-135439-A-18.wav,4,18,toilet_flush,135439,A,audio,audio_vibration/audio/4-135439-A-18.wav
3-108451-A-17.wav,3,17,pouring_water,108451,A,audio,audio_vibration/audio/3-108451-A-17.wav
5-156698-A-18.wav,5,18,toilet_flush,156698,A,audio,audio_vibration/audio/5-156698-A-18.wav
1-30709-B-23.wav,1,23,breathing,30709,B,audio,audio_vibration/audio/1-30709-B-23.wav
4-218199-C-35.wav,4,35,washing_machine,218199,C,audio,audio_vibration/audio/4-218199-C-35.wav
2-135860-A-49.wav,2,49,hand_saw,135860,A,audio,audio_vibration/audio/2-135860-A-49.wav
4-184237-A-28.wav,4,28,snoring,184237,A,audio,audio_vibration/audio/4-184237-A-28.wav
5-198373-A-46.wav,5,46,church_bells,198373,A,audio,audio_vibration/audio/5-198373-A-46.wav
1-51170-A-18.wav,1,18,toilet_flush,51170,A,audio,audio_vibration/audio/1-51170-A-18.wav
3-155766-A-13.wav,3,13,crickets,155766,A,audio,audio_vibration/audio/3-155766-A-13.wav
3-103051-B-19.wav,3,19,thunderstorm,103051,B,audio,audio_vibration/audio/3-103051-B-19.wav
4-154793-A-4.wav,4,4,frog,154793,A,audio,audio_vibration/audio/4-154793-A-4.wav
5-218494-A-22.wav,5,22,clapping,218494,A,audio,audio_vibration/audio/5-218494-A-22.wav
5-157204-A-16.wav,5,16,wind,157204,A,audio,audio_vibration/audio/5-157204-A-16.wav
5-260011-A-34.wav,5,34,can_opening,260011,A,audio,audio_vibration/audio/5-260011-A-34.wav
3-129678-A-13.wav,3,13,crickets,129678,A,audio,audio_vibration/audio/3-129678-A-13.wav
1-36402-A-23.wav,1,23,breathing,36402,A,audio,audio_vibration/audio/1-36402-A-23.wav
1-53444-A-28.wav,1,28,snoring,53444,A,audio,audio_vibration/audio/1-53444-A-28.wav
5-219242-A-37.wav,5,37,clock_alarm,219242,A,audio,audio_vibration/audio/5-219242-A-37.wav
3-98869-A-46.wav,3,46,church_bells,98869,A,audio,audio_vibration/audio/3-98869-A-46.wav
1-260640-C-2.wav,1,2,pig,260640,C,audio,audio_vibration/audio/1-260640-C-2.wav
2-78651-A-44.wav,2,44,engine,78651,A,audio,audio_vibration/audio/2-78651-A-44.wav
4-182613-B-11.wav,4,11,sea_waves,182613,B,audio,audio_vibration/audio/4-182613-B-11.wav
3-115387-A-47.wav,3,47,airplane,115387,A,audio,audio_vibration/audio/3-115387-A-47.wav
2-59566-A-46.wav,2,46,church_bells,59566,A,audio,audio_vibration/audio/2-59566-A-46.wav
4-244318-A-6.wav,4,6,hen,244318,A,audio,audio_vibration/audio/4-244318-A-6.wav
3-146033-A-13.wav,3,13,crickets,146033,A,audio,audio_vibration/audio/3-146033-A-13.wav
1-67033-A-37.wav,1,37,clock_alarm,67033,A,audio,audio_vibration/audio/1-67033-A-37.wav
1-38560-A-14.wav,1,14,chirping_birds,38560,A,audio,audio_vibration/audio/1-38560-A-14.wav
5-202020-A-18.wav,5,18,toilet_flush,202020,A,audio,audio_vibration/audio/5-202020-A-18.wav
3-152020-B-36.wav,3,36,vacuum_cleaner,152020,B,audio,audio_vibration/audio/3-152020-B-36.wav
5-200329-B-8.wav,5,8,sheep,200329,B,audio,audio_vibration/audio/5-200329-B-8.wav
1-81001-B-30.wav,1,30,door_wood_knock,81001,B,audio,audio_vibration/audio/1-81001-B-30.wav
2-92978-A-29.wav,2,29,drinking_sipping,92978,A,audio,audio_vibration/audio/2-92978-A-29.wav
2-72547-A-14.wav,2,14,chirping_birds,72547,A,audio,audio_vibration/audio/2-72547-A-14.wav
3-169907-A-29.wav,3,29,drinking_sipping,169907,A,audio,audio_vibration/audio/3-169907-A-29.wav
4-186935-A-44.wav,4,44,engine,186935,A,audio,audio_vibration/audio/4-186935-A-44.wav
5-233787-A-7.wav,5,7,insects,233787,A,audio,audio_vibration/audio/5-233787-A-7.wav
4-185575-A-20.wav,4,20,crying_baby,185575,A,audio,audio_vibration/audio/4-185575-A-20.wav
1-17808-A-12.wav,1,12,crackling_fire,17808,A,audio,audio_vibration/audio/1-17808-A-12.wav
2-132157-B-11.wav,2,11,sea_waves,132157,B,audio,audio_vibration/audio/2-132157-B-11.wav
4-150364-B-46.wav,4,46,church_bells,150364,B,audio,audio_vibration/audio/4-150364-B-46.wav
4-161127-A-10.wav,4,10,rain,161127,A,audio,audio_vibration/audio/4-161127-A-10.wav
3-102583-C-49.wav,3,49,hand_saw,102583,C,audio,audio_vibration/audio/3-102583-C-49.wav
2-108767-B-9.wav,2,9,crow,108767,B,audio,audio_vibration/audio/2-108767-B-9.wav
5-204352-B-13.wav,5,13,crickets,204352,B,audio,audio_vibration/audio/5-204352-B-13.wav
1-51436-A-17.wav,1,17,pouring_water,51436,A,audio,audio_vibration/audio/1-51436-A-17.wav
3-98193-A-46.wav,3,46,church_bells,98193,A,audio,audio_vibration/audio/3-98193-A-46.wav
4-149940-B-5.wav,4,5,cat,149940,B,audio,audio_vibration/audio/4-149940-B-5.wav
1-72195-B-37.wav,1,37,clock_alarm,72195,B,audio,audio_vibration/audio/1-72195-B-37.wav
1-69760-A-16.wav,1,16,wind,69760,A,audio,audio_vibration/audio/1-69760-A-16.wav
5-242932-B-26.wav,5,26,laughing,242932,B,audio,audio_vibration/audio/5-242932-B-26.wav
5-243773-A-44.wav,5,44,engine,243773,A,audio,audio_vibration/audio/5-243773-A-44.wav
2-102414-E-17.wav,2,17,pouring_water,102414,E,audio,audio_vibration/audio/2-102414-E-17.wav
3-94355-A-33.wav,3,33,door_wood_creaks,94355,A,audio,audio_vibration/audio/3-94355-A-33.wav
4-172500-D-27.wav,4,27,brushing_teeth,172500,D,audio,audio_vibration/audio/4-172500-D-27.wav
5-250258-A-49.wav,5,49,hand_saw,250258,A,audio,audio_vibration/audio/5-250258-A-49.wav
2-18766-B-12.wav,2,12,crackling_fire,18766,B,audio,audio_vibration/audio/2-18766-B-12.wav
2-102568-A-35.wav,2,35,washing_machine,102568,A,audio,audio_vibration/audio/2-102568-A-35.wav
1-47819-C-5.wav,1,5,cat,47819,C,audio,audio_vibration/audio/1-47819-C-5.wav
4-132383-A-2.wav,4,2,pig,132383,A,audio,audio_vibration/audio/4-132383-A-2.wav
4-133895-A-7.wav,4,7,insects,133895,A,audio,audio_vibration/audio/4-133895-A-7.wav
4-169127-A-41.wav,4,41,chainsaw,169127,A,audio,audio_vibration/audio/4-169127-A-41.wav
3-166324-A-15.wav,3,15,water_drops,166324,A,audio,audio_vibration/audio/3-166324-A-15.wav
1-50625-A-17.wav,1,17,pouring_water,50625,A,audio,audio_vibration/audio/1-50625-A-17.wav
2-135649-C-45.wav,2,45,train,135649,C,audio,audio_vibration/audio/2-135649-C-45.wav
1-24796-A-47.wav,1,47,airplane,24796,A,audio,audio_vibration/audio/1-24796-A-47.wav
5-263902-A-36.wav,5,36,vacuum_cleaner,263902,A,audio,audio_vibration/audio/5-263902-A-36.wav
5-253085-B-3.wav,5,3,cow,253085,B,audio,audio_vibration/audio/5-253085-B-3.wav
4-196672-A-8.wav,4,8,sheep,196672,A,audio,audio_vibration/audio/4-196672-A-8.wav
4-185575-C-20.wav,4,20,crying_baby,185575,C,audio,audio_vibration/audio/4-185575-C-20.wav
3-142005-A-10.wav,3,10,rain,142005,A,audio,audio_vibration/audio/3-142005-A-10.wav
1-196660-A-8.wav,1,8,sheep,196660,A,audio,audio_vibration/audio/1-196660-A-8.wav
2-122104-A-0.wav,2,0,dog,122104,A,audio,audio_vibration/audio/2-122104-A-0.wav
4-164661-B-12.wav,4,12,crackling_fire,164661,B,audio,audio_vibration/audio/4-164661-B-12.wav
4-212604-A-15.wav,4,15,water_drops,212604,A,audio,audio_vibration/audio/4-212604-A-15.wav
1-18631-A-23.wav,1,23,breathing,18631,A,audio,audio_vibration/audio/1-18631-A-23.wav
2-82077-A-7.wav,2,7,insects,82077,A,audio,audio_vibration/audio/2-82077-A-7.wav
3-197408-C-8.wav,3,8,sheep,197408,C,audio,audio_vibration/audio/3-197408-C-8.wav
3-136608-A-16.wav,3,16,wind,136608,A,audio,audio_vibration/audio/3-136608-A-16.wav
3-120526-A-37.wav,3,37,clock_alarm,120526,A,audio,audio_vibration/audio/3-120526-A-37.wav
2-87780-A-33.wav,2,33,door_wood_creaks,87780,A,audio,audio_vibration/audio/2-87780-A-33.wav
5-201274-A-21.wav,5,21,sneezing,201274,A,audio,audio_vibration/audio/5-201274-A-21.wav
2-72547-C-14.wav,2,14,chirping_birds,72547,C,audio,audio_vibration/audio/2-72547-C-14.wav
3-94343-A-25.wav,3,25,footsteps,94343,A,audio,audio_vibration/audio/3-94343-A-25.wav
2-158746-C-2.wav,2,2,pig,158746,C,audio,audio_vibration/audio/2-158746-C-2.wav
4-180337-A-28.wav,4,28,snoring,180337,A,audio,audio_vibration/audio/4-180337-A-28.wav
5-263491-A-25.wav,5,25,footsteps,263491,A,audio,audio_vibration/audio/5-263491-A-25.wav
5-200461-A-11.wav,5,11,sea_waves,200461,A,audio,audio_vibration/audio/5-200461-A-11.wav
2-109231-B-9.wav,2,9,crow,109231,B,audio,audio_vibration/audio/2-109231-B-9.wav
3-97909-A-49.wav,3,49,hand_saw,97909,A,audio,audio_vibration/audio/3-97909-A-49.wav
3-152007-E-20.wav,3,20,crying_baby,152007,E,audio,audio_vibration/audio/3-152007-E-20.wav
1-137-A-32.wav,1,32,keyboard_typing,137,A,audio,audio_vibration/audio/1-137-A-32.wav
5-244327-A-34.wav,5,34,can_opening,244327,A,audio,audio_vibration/audio/5-244327-A-34.wav
3-115387-C-47.wav,3,47,airplane,115387,C,audio,audio_vibration/audio/3-115387-C-47.wav
1-51805-A-33.wav,1,33,door_wood_creaks,51805,A,audio,audio_vibration/audio/1-51805-A-33.wav
3-118657-B-41.wav,3,41,chainsaw,118657,B,audio,audio_vibration/audio/3-118657-B-41.wav
4-261068-A-30.wav,4,30,door_wood_knock,261068,A,audio,audio_vibration/audio/4-261068-A-30.wav
1-17367-A-10.wav,1,10,rain,17367,A,audio,audio_vibration/audio/1-17367-A-10.wav
4-167642-A-21.wav,4,21,sneezing,167642,A,audio,audio_vibration/audio/4-167642-A-21.wav
4-255371-A-47.wav,4,47,airplane,255371,A,audio,audio_vibration/audio/4-255371-A-47.wav
4-165791-B-45.wav,4,45,train,165791,B,audio,audio_vibration/audio/4-165791-B-45.wav
5-187201-B-4.wav,5,4,frog,187201,B,audio,audio_vibration/audio/5-187201-B-4.wav
5-207836-D-29.wav,5,29,drinking_sipping,207836,D,audio,audio_vibration/audio/5-207836-D-29.wav
2-69131-A-5.wav,2,5,cat,69131,A,audio,audio_vibration/audio/2-69131-A-5.wav
3-101381-B-33.wav,3,33,door_wood_creaks,101381,B,audio,audio_vibration/audio/3-101381-B-33.wav
2-79769-A-26.wav,2,26,laughing,79769,A,audio,audio_vibration/audio/2-79769-A-26.wav
1-61221-A-17.wav,1,17,pouring_water,61221,A,audio,audio_vibration/audio/1-61221-A-17.wav
3-166125-B-23.wav,3,23,breathing,166125,B,audio,audio_vibration/audio/3-166125-B-23.wav
1-43807-A-47.wav,1,47,airplane,43807,A,audio,audio_vibration/audio/1-43807-A-47.wav
2-134049-A-6.wav,2,6,hen,134049,A,audio,audio_vibration/audio/2-134049-A-6.wav
1-53501-A-32.wav,1,32,keyboard_typing,53501,A,audio,audio_vibration/audio/1-53501-A-32.wav
1-28808-A-43.wav,1,43,car_horn,28808,A,audio,audio_vibration/audio/1-28808-A-43.wav
1-94036-A-22.wav,1,22,clapping,94036,A,audio,audio_vibration/audio/1-94036-A-22.wav
2-99955-C-7.wav,2,7,insects,99955,C,audio,audio_vibration/audio/2-99955-C-7.wav
1-64473-A-45.wav,1,45,train,64473,A,audio,audio_vibration/audio/1-64473-A-45.wav
4-232495-A-6.wav,4,6,hen,232495,A,audio,audio_vibration/audio/4-232495-A-6.wav
4-181707-A-32.wav,4,32,keyboard_typing,181707,A,audio,audio_vibration/audio/4-181707-A-32.wav
3-127890-C-9.wav,3,9,crow,127890,C,audio,audio_vibration/audio/3-127890-C-9.wav
4-156993-A-19.wav,4,19,thunderstorm,156993,A,audio,audio_vibration/audio/4-156993-A-19.wav
2-50665-A-20.wav,2,20,crying_baby,50665,A,audio,audio_vibration/audio/2-50665-A-20.wav
2-209472-A-25.wav,2,25,footsteps,209472,A,audio,audio_vibration/audio/2-209472-A-25.wav
3-154758-A-44.wav,3,44,engine,154758,A,audio,audio_vibration/audio/3-154758-A-44.wav
1-23094-B-15.wav,1,15,water_drops,23094,B,audio,audio_vibration/audio/1-23094-B-15.wav
4-102844-A-49.wav,4,49,hand_saw,102844,A,audio,audio_vibration/audio/4-102844-A-49.wav
3-166546-B-34.wav,3,34,can_opening,166546,B,audio,audio_vibration/audio/3-166546-B-34.wav
1-61534-A-27.wav,1,27,brushing_teeth,61534,A,audio,audio_vibration/audio/1-61534-A-27.wav
1-46744-A-36.wav,1,36,vacuum_cleaner,46744,A,audio,audio_vibration/audio/1-46744-A-36.wav
1-24074-A-43.wav,1,43,car_horn,24074,A,audio,audio_vibration/audio/1-24074-A-43.wav
5-197118-A-45.wav,5,45,train,197118,A,audio,audio_vibration/audio/5-197118-A-45.wav
4-160036-B-33.wav,4,33,door_wood_creaks,160036,B,audio,audio_vibration/audio/4-160036-B-33.wav
2-28314-A-12.wav,2,12,crackling_fire,28314,A,audio,audio_vibration/audio/2-28314-A-12.wav
1-18074-A-6.wav,1,6,hen,18074,A,audio,audio_vibration/audio/1-18074-A-6.wav
4-204777-C-39.wav,4,39,glass_breaking,204777,C,audio,audio_vibration/audio/4-204777-C-39.wav
4-204830-A-6.wav,4,6,hen,204830,A,audio,audio_vibration/audio/4-204830-A-6.wav
3-167096-A-31.wav,3,31,mouse_click,167096,A,audio,audio_vibration/audio/3-167096-A-31.wav
4-149294-B-41.wav,4,41,chainsaw,149294,B,audio,audio_vibration/audio/4-149294-B-41.wav
5-263501-A-25.wav,5,25,footsteps,263501,A,audio,audio_vibration/audio/5-263501-A-25.wav
1-46938-B-7.wav,1,7,insects,46938,B,audio,audio_vibration/audio/1-46938-B-7.wav
3-253084-B-2.wav,3,2,pig,253084,B,audio,audio_vibration/audio/3-253084-B-2.wav
2-85292-A-24.wav,2,24,coughing,85292,A,audio,audio_vibration/audio/2-85292-A-24.wav
1-19026-A-43.wav,1,43,car_horn,19026,A,audio,audio_vibration/audio/1-19026-A-43.wav
4-136381-A-9.wav,4,9,crow,136381,A,audio,audio_vibration/audio/4-136381-A-9.wav
1-51035-A-16.wav,1,16,wind,51035,A,audio,audio_vibration/audio/1-51035-A-16.wav
5-198411-B-20.wav,5,20,crying_baby,198411,B,audio,audio_vibration/audio/5-198411-B-20.wav
5-51149-A-25.wav,5,25,footsteps,51149,A,audio,audio_vibration/audio/5-51149-A-25.wav
5-245040-A-35.wav,5,35,washing_machine,245040,A,audio,audio_vibration/audio/5-245040-A-35.wav
2-141682-B-36.wav,2,36,vacuum_cleaner,141682,B,audio,audio_vibration/audio/2-141682-B-36.wav
2-102435-A-37.wav,2,37,clock_alarm,102435,A,audio,audio_vibration/audio/2-102435-A-37.wav
2-135728-A-38.wav,2,38,clock_tick,135728,A,audio,audio_vibration/audio/2-135728-A-38.wav
1-7974-B-49.wav,1,49,hand_saw,7974,B,audio,audio_vibration/audio/1-7974-B-49.wav
3-62878-B-42.wav,3,42,siren,62878,B,audio,audio_vibration/audio/3-62878-B-42.wav
3-142604-A-24.wav,3,24,coughing,142604,A,audio,audio_vibration/audio/3-142604-A-24.wav
4-213193-A-29.wav,4,29,drinking_sipping,213193,A,audio,audio_vibration/audio/4-213193-A-29.wav
4-181865-A-38.wav,4,38,clock_tick,181865,A,audio,audio_vibration/audio/4-181865-A-38.wav
4-130891-A-7.wav,4,7,insects,130891,A,audio,audio_vibration/audio/4-130891-A-7.wav
2-123896-A-24.wav,2,24,coughing,123896,A,audio,audio_vibration/audio/2-123896-A-24.wav
3-134802-A-13.wav,3,13,crickets,134802,A,audio,audio_vibration/audio/3-134802-A-13.wav
5-171653-A-41.wav,5,41,chainsaw,171653,A,audio,audio_vibration/audio/5-171653-A-41.wav
4-205738-A-22.wav,4,22,clapping,205738,A,audio,audio_vibration/audio/4-205738-A-22.wav
2-120333-A-32.wav,2,32,keyboard_typing,120333,A,audio,audio_vibration/audio/2-120333-A-32.wav
1-61261-A-44.wav,1,44,engine,61261,A,audio,audio_vibration/audio/1-61261-A-44.wav
3-203371-A-39.wav,3,39,glass_breaking,203371,A,audio,audio_vibration/audio/3-203371-A-39.wav
1-7973-A-7.wav,1,7,insects,7973,A,audio,audio_vibration/audio/1-7973-A-7.wav
4-218199-A-35.wav,4,35,washing_machine,218199,A,audio,audio_vibration/audio/4-218199-A-35.wav
5-193473-A-12.wav,5,12,crackling_fire,193473,A,audio,audio_vibration/audio/5-193473-A-12.wav
3-181132-A-14.wav,3,14,chirping_birds,181132,A,audio,audio_vibration/audio/3-181132-A-14.wav
1-101404-A-34.wav,1,34,can_opening,101404,A,audio,audio_vibration/audio/1-101404-A-34.wav
4-182039-A-30.wav,4,30,door_wood_knock,182039,A,audio,audio_vibration/audio/4-182039-A-30.wav
3-151089-A-30.wav,3,30,door_wood_knock,151089,A,audio,audio_vibration/audio/3-151089-A-30.wav
3-164595-A-15.wav,3,15,water_drops,164595,A,audio,audio_vibration/audio/3-164595-A-15.wav
4-181628-A-17.wav,4,17,pouring_water,181628,A,audio,audio_vibration/audio/4-181628-A-17.wav
5-216214-A-13.wav,5,13,crickets,216214,A,audio,audio_vibration/audio/5-216214-A-13.wav
1-75189-A-7.wav,1,7,insects,75189,A,audio,audio_vibration/audio/1-75189-A-7.wav
4-183992-A-0.wav,4,0,dog,183992,A,audio,audio_vibration/audio/4-183992-A-0.wav
1-32373-B-35.wav,1,35,washing_machine,32373,B,audio,audio_vibration/audio/1-32373-B-35.wav
2-54961-A-23.wav,2,23,breathing,54961,A,audio,audio_vibration/audio/2-54961-A-23.wav
4-164064-B-1.wav,4,1,rooster,164064,B,audio,audio_vibration/audio/4-164064-B-1.wav
4-188703-B-8.wav,4,8,sheep,188703,B,audio,audio_vibration/audio/4-188703-B-8.wav
4-181286-A-10.wav,4,10,rain,181286,A,audio,audio_vibration/audio/4-181286-A-10.wav
1-22694-A-20.wav,1,20,crying_baby,22694,A,audio,audio_vibration/audio/1-22694-A-20.wav
2-152895-A-31.wav,2,31,mouse_click,152895,A,audio,audio_vibration/audio/2-152895-A-31.wav
5-210540-A-13.wav,5,13,crickets,210540,A,audio,audio_vibration/audio/5-210540-A-13.wav
3-134049-A-1.wav,3,1,rooster,134049,A,audio,audio_vibration/audio/3-134049-A-1.wav
1-24524-B-19.wav,1,19,thunderstorm,24524,B,audio,audio_vibration/audio/1-24524-B-19.wav
3-103401-D-33.wav,3,33,door_wood_creaks,103401,D,audio,audio_vibration/audio/3-103401-D-33.wav
1-97392-A-0.wav,1,0,dog,97392,A,audio,audio_vibration/audio/1-97392-A-0.wav
5-204741-A-46.wav,5,46,church_bells,204741,A,audio,audio_vibration/audio/5-204741-A-46.wav
3-155659-A-34.wav,3,34,can_opening,155659,A,audio,audio_vibration/audio/3-155659-A-34.wav
4-161519-A-19.wav,4,19,thunderstorm,161519,A,audio,audio_vibration/audio/4-161519-A-19.wav
5-251957-A-47.wav,5,47,airplane,251957,A,audio,audio_vibration/audio/5-251957-A-47.wav
4-99644-C-4.wav,4,4,frog,99644,C,audio,audio_vibration/audio/4-99644-C-4.wav
5-248341-C-6.wav,5,6,hen,248341,C,audio,audio_vibration/audio/5-248341-C-6.wav
3-155568-A-32.wav,3,32,keyboard_typing,155568,A,audio,audio_vibration/audio/3-155568-A-32.wav
1-43382-A-1.wav,1,1,rooster,43382,A,audio,audio_vibration/audio/1-43382-A-1.wav
5-195517-A-7.wav,5,7,insects,195517,A,audio,audio_vibration/audio/5-195517-A-7.wav
3-259622-A-44.wav,3,44,engine,259622,A,audio,audio_vibration/audio/3-259622-A-44.wav
4-125825-B-46.wav,4,46,church_bells,125825,B,audio,audio_vibration/audio/4-125825-B-46.wav
5-257642-A-39.wav,5,39,glass_breaking,257642,A,audio,audio_vibration/audio/5-257642-A-39.wav
2-125520-A-43.wav,2,43,car_horn,125520,A,audio,audio_vibration/audio/2-125520-A-43.wav
3-138114-A-22.wav,3,22,clapping,138114,A,audio,audio_vibration/audio/3-138114-A-22.wav
1-15689-B-4.wav,1,4,frog,15689,B,audio,audio_vibration/audio/1-15689-B-4.wav
5-237795-A-34.wav,5,34,can_opening,237795,A,audio,audio_vibration/audio/5-237795-A-34.wav
